UAI,Etablissement,Référence GALAXIE,N° dans le SI local,Article,Corps,Chaire,Section,Section2,Section3,Date de prise de fonction,Date ouverture cand,Date clôture cand,Profil,Localisation,Etat de vacance
0440984F,UNIVERSITE DE NANTES,4578 *,0091,26-I-1,MCF,Non,12,,,01/09/2020,25/02/2020,26/03/2020,Allemand LEA Langue et langue de spécialité,Nantes,
0542493S,UNIVERSITE DE LORRAINE,1247 *,12MCF0365,26-I-1,MCF,Non,12,,,01/09/2020,25/02/2020,26/03/2020,"traduction, analyse culturelle, interculturalité (20e-21e)",METZ,
0632035V,UNIVERSITE CLERMONT AUVERGNE,214 *,,26-I-1,MCF,Non,12,,,01/09/2020,25/02/2020,26/03/2020,Civilisation allemande contemporaine des pays germanophones dans le contexte européen (XIXe - XXIe siècles)Langues des affaires et de l'économie.,Clermont-Ferrand,S
0134009M,UNIVERSITE AIX-MARSEILLE,854 *,51357,26-I-1,MCF,Non,13,,,01/09/2020,25/02/2020,26/03/2020,"Langue et linguistique russes (dont grammaire et expression écrite et orale en LLCE et LEA), traduction français-russe.",Aix en Provence,
0350937D,UNIVERSITE RENNES 2,4381 *,,26-I-1,MCF,Non,13,,,01/09/2020,25/02/2020,26/03/2020,Langue et littérature russes,Rennes,
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4308 *,,26-I-1,MCF,Non,13,,,01/09/2020,25/02/2020,26/03/2020,"Civilisation des XXe et XXIe siècles, russe des affaires, marketing des affaires",CAMPUS NATION,S
0753488J,INALCO PARIS,4153,475,26-I-1,MCF,Non,13,,,01/09/2020,18/02/2020,19/03/2020,Langue et grammaire russes,Paris,
0134009M,UNIVERSITE AIX-MARSEILLE,863 *,65291,26-I-1,MCF,Non,14,,,01/09/2020,25/02/2020,26/03/2020,Arts visuels et sociétés des mondes hispaniques (époque contemporaine),AIX MARSEILLE,
0141408E,UNIVERSITE DE CAEN,4448 *,,26-I-1,MCF,Non,14,,,01/09/2020,25/02/2020,26/03/2020,Civilisation Amérique latine,CAEN,
0211237F,UNIVERSITE DE DIJON,4475 *,0995,26-I-1,MCF,Non,14,,,01/09/2020,25/02/2020,26/03/2020,Espagnol - Langues Étrangères Appliquées,Dijon,
0251215K,UNIVERSITE DE BESANCON,4544 *,0339,26-I-1,MCF,Non,14,,,01/09/2020,25/02/2020,26/03/2020,"Civilisation, cultures et langue espagnoles contemporaines",BESANCON,
0311383K,UNIVERSITE TOULOUSE 2,4516,,26-I-1,MCF,Non,14,,,01/09/2020,10/02/2020,12/03/2020,"Littérature, Langue et Civilisation italienne XVIe-XIXe",TOULOUSE,
0383546Y,UNIVERSITE GRENOBLE ALPES,24 *,,26-I-1,MCF,Non,14,,,01/09/2020,25/02/2020,26/03/2020,Civilisation Espagne Contemporaine XX-XXIe siècles,Valence et Grenoble,
0421095M,UNIVERSITE DE SAINT-ETIENNE,4296 *,0040,26-I-1,MCF,Non,14,,,01/09/2020,25/02/2020,26/03/2020,Etudes hispano-américaines : civilisation contemporaine,ST ETIENNE,
0421095M,UNIVERSITE DE SAINT-ETIENNE,4297 *,0216,26-I-1,MCF,Non,14,18,,01/09/2020,25/02/2020,26/03/2020,"Etudes italiennes, arts visuels et société",ST ETIENNE,
0490970N,UNIVERSITE D'ANGERS,4350 *,1400MCF0341,26-I-1,MCF,Non,14,,,01/09/2020,25/02/2020,26/03/2020,"Espagnol :traduction, langue , civilisation, image",ANGERS,
0673021V,UNIVERSITE DE STRASBOURG,4637 *,,26-I-1,MCF,Non,14,,,01/09/2020,25/02/2020,26/03/2020,"Espagnol contemporain, linguistique, multimédia",Strasbourg,
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4304 *,,26-I-1,MCF,Non,14,,,01/09/2020,25/02/2020,26/03/2020,"Italien : langue, littérature et civilisation du Moyen Âge",CAMPUS NATION,S
0755890V,UNIVERSITE SORBONNE UNIVERSITE,204,,26-I-1,MCF,Non,14,,,01/09/2020,31/01/2020,05/03/2020,Histoire et civilisation de l'Espagne contemporaine (XIXe-XXe siècle),31 rue Gay Lussac,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,205,,26-I-1,MCF,Non,14,,,01/09/2020,31/01/2020,05/03/2020,Histoire et civilisation de l'Espagne contemporaine (XXe-XXIe siècles),31 rue Gay Lussac,
0761904G,UNIVERSITE DE ROUEN,4481 *,,26-I-1,MCF,Non,14,,,01/09/2020,25/02/2020,26/03/2020,"Enseignement : traduction et langue de spécialité LEA - EspagnolRecherche : Traduction, langue de spécialité (espagnol commercial, des affaires, juridique)",MONT-SAINT-AIGNAN,
0772894C,UNIVERSITE GUSTAVE EIFFEL,11 *,,26-I-1,MCF,Non,14,,,01/09/2020,25/02/2020,26/03/2020,"Littérature Espagne contemporaine, Langue, Traduction (LLCER, LEA)",Champs-sur-Marne,
0860856N,UNIVERSITE DE POITIERS,4654 *,,26-I-1,MCF,Non,14,,,01/09/2020,25/02/2020,26/03/2020,"Enseignement : Langue (grammaire, linguistique, traduction). Litterature et civilisation espagnoleRecherche : Philologie et litterature en castillan ou catalan et Civilisation hispanique medievale",Poitiers,
0860856N,UNIVERSITE DE POITIERS,4655 *,,26-I-1,MCF,Non,14,,,01/09/2020,25/02/2020,26/03/2020,Enseignement : Civilisation Culture Langue Amerique latine XXe et XXIe siecles TraductionRecherche : Civilisation Culture Amerique latine contemporaine,Poitiers,
0952259P,CY CERGY PARIS UNIVERSITE,16 *,,26-I-1,MCF,Non,14,,,01/09/2020,25/02/2020,26/03/2020,Histoire et Culture de l¿Espagne contemporaine,CERGY,
0134009M,UNIVERSITE AIX-MARSEILLE,855 *,51739,26-I-1,MCF,Non,15,,,01/09/2020,25/02/2020,26/03/2020,"Langue, littérature et civilisation japonaises",Aix en Provence,
0171463Y,UNIVERSITE DE LA ROCHELLE,4148 *,,26-I-1,MCF,Non,15,,,01/09/2020,25/02/2020,26/03/2020,Maitre·sse de conférences en langue et civilisation coréennes,La Rochelle Universite,
0331766R,UNIVERSITE BORDEAUX MONTAIGNE,4298 *,,26-I-1,MCF,Non,15,,,01/09/2020,25/02/2020,26/03/2020,linguistique et didactique du japonais,PESSAC,S
0383546Y,UNIVERSITE GRENOBLE ALPES,25 *,,26-I-1,MCF,Non,15,,,01/09/2020,25/02/2020,26/03/2020,Langue et civilisation du Japon contemporain,Grenoble,
0597065J,UNIVERSITE DE LILLE,154 *,,26-I-1,MCF,Non,15,,,01/09/2020,25/02/2020,26/03/2020,Civilisation hébraïque,VILLENEUVE D'ASCQ,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4325 *,0610,26-I-1,MCF,Non,15,,,01/09/2020,25/02/2020,26/03/2020,Langue et culture coréennes,Lyon,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4326 *,0256,26-I-1,MCF,Non,15,,,01/09/2020,25/02/2020,26/03/2020,Langue et culture du Japon moderne et / ou contemporain,Lyon,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4327 *,0251,26-I-1,MCF,Non,15,,,01/09/2020,25/02/2020,26/03/2020,"Langue arabe, économies et sociétés contemporaines",Lyon,
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4305 *,,26-I-1,MCF,Non,15,,,01/09/2020,25/02/2020,26/03/2020,Langue et littérature arabes,CAMPUS NATION,S
0753488J,INALCO PARIS,4145,258,26-I-1,MCF,Non,15,,,01/09/2020,18/02/2020,19/03/2020,Littératures maghrébines,Paris,
0753488J,INALCO PARIS,4151,331,26-I-1,MCF,Non,15,22,,01/09/2020,18/02/2020,19/03/2020,L'Histoire des Juifs dans la période contemporaine,Paris,
0753488J,INALCO PARIS,4152,397,26-I-1,MCF,Non,15,,,01/09/2020,18/02/2020,19/03/2020,Sciences humaines et sociales du Japon,Paris,
0753488J,INALCO PARIS,4157,265,26-I-1,MCF,Non,15,19,22,01/09/2020,18/02/2020,19/03/2020,Sociologie de l'Eurasie contemporaine,Paris,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,198,,26-I-1,MCF,Non,15,,,01/09/2020,31/01/2020,05/03/2020,"Langue, littérature et civilisation hébraïques médiévales","1, rue Victor cousin",
0755976N,UNIVERSITE DE PARIS,43 *,,26-I-1,MCF,Non,15,,,01/09/2020,25/02/2020,26/03/2020,SCIENCES SOCIALES DU JAPON CONTEMPORAIN,FACULTE SOCIETES ET HUMANITES,
0134009M,UNIVERSITE AIX-MARSEILLE,858 *,52176,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Psychologie différentielle,Aix en Provence,
0141408E,UNIVERSITE DE CAEN,4443 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Psychologie sociale. Voir profil joint.,CAEN,
0211237F,UNIVERSITE DE DIJON,4478 *,0776,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Psychologie Clinique et Psychopathologie,Dijon,
0301687W,UNIVERSITE DE NIMES,4176 *,0037,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Psychologie,NIMES,
0311383K,UNIVERSITE TOULOUSE 2,4517,,26-I-1,MCF,Non,16,,,01/09/2020,10/02/2020,12/03/2020,Psychologie sociale du travail et des organisations,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4518,,26-I-1,MCF,Non,16,,,01/09/2020,10/02/2020,12/03/2020,Psychologie gérontologie clinique,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4520,,26-I-1,MCF,Non,16,,,01/09/2020,10/02/2020,12/03/2020,Psychologie interculturelle,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4521,,26-I-1,MCF,Non,16,,,01/09/2020,10/02/2020,12/03/2020,psychologie du développement,TOULOUSE,
0333296D,ESPE ACADEMIE BORDEAUX,492,0125,26-I-1,MCF,Non,16,70,,01/09/2020,04/02/2020,09/03/2020,Psychologie cognitive,INSPE Academie Bordeaux - Site Gironde,
0333298F,UNIVERSITE DE BORDEAUX,453,MCF16,26-I-1,MCF,Non,16,,,01/09/2020,04/02/2020,09/03/2020,Sciences Cognitives,Bordeaux,
0333298F,UNIVERSITE DE BORDEAUX,482,,26-I-1,MCF,Non,16,,,01/09/2020,04/02/2020,09/03/2020,Psychologie du travail et des organisations,Bordeaux Victoire,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4291 *,349,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Psychologie clinique et psychopathologie : approches psychanalytique etphénoménologique,Montpellier,
0440984F,UNIVERSITE DE NANTES,4555 *,0251,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,psychologie sociale,Nantes,
0440984F,UNIVERSITE DE NANTES,4556 *,0452,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,psychologie,Nantes,
0511296G,UNIVERSITE DE REIMS,4439 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,"Psychologie, Criminologie et/ou victimologie, JusticeCognition sociale, Psychologie légale",Reims,
0542493S,UNIVERSITE DE LORRAINE,1316 *,16MCF0195,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Psychologie Sociale,METZ,
0597065J,UNIVERSITE DE LILLE,161 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Psychopathologie,VILLENEUVE D'ASCQ,
0597065J,UNIVERSITE DE LILLE,162 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Neuropsychologie et Audition,VILLENEUVE D'ASCQ,
0673021V,UNIVERSITE DE STRASBOURG,4638 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Neuropsychologie,Strasbourg,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4440 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Psychologie clinique et psychopathologie des situations limites et extrêmes,Bron,S
0691775E,UNIVERSITE LYON 2 (LUMIERE),4441 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Psychologie du développement,Bron,S
0691775E,UNIVERSITE LYON 2 (LUMIERE),4442 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,psychologie sociale appliquée au travail,Bron,S
0755976N,UNIVERSITE DE PARIS,8 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,"PSYCHOLOGIE COGNITIVE, PSYCHOMETRIE, METHODES STATISTIQUES",FACULTE SOCIETES ET HUMANITES,
0755976N,UNIVERSITE DE PARIS,9 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,PSYCHOPATHOLOGIE ET PSYCHODYNAMIQUE DE LA PERINATALITE ET DE LA PETITE ENFANCE,FACULTE SOCIETES ET HUMANITES,
0755976N,UNIVERSITE DE PARIS,10 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,"ENJEUX ACTUELS DE L'ARTICULATION ENTRE LA PSYCHOLOGIE, LA PSYCHOPATHOLOGIE ET LA PSYCHIATRIE",FACULTE SOCIETES ET HUMANITES,
0755976N,UNIVERSITE DE PARIS,23 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,NEUROPSYCHOLOGIE CLINIQUE ET COGNITIVE DE L'ADULTE/PERSONNE ÂGÉE,FACULTE SOCIETES ET HUMANITES,
0755976N,UNIVERSITE DE PARIS,24 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,"PSYCHOLOGIE ERGONOMIQUE, ERGONOMIE COGNITIVE",FACULTE SOCIETES ET HUMANITES,
0761904G,UNIVERSITE DE ROUEN,4494 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,"Enseignement : Orthophonie, Psychologie, Intégration et traitement neuronal des informations sensoriellesRecherche : Orthophonie, Intégration et traitement neuronal des informations sensorielles",ROUEN,
0860856N,UNIVERSITE DE POITIERS,4638 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Psychologie du developpement et psychologie du langage ecrit,Poitiers,
0860856N,UNIVERSITE DE POITIERS,4639 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Psychologie et psychopathologie cognitives,Poitiers,
0860856N,UNIVERSITE DE POITIERS,4640 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Psychopathologie clinique,Poitiers,
0860856N,UNIVERSITE DE POITIERS,4645 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,"Psychologie des apprentissages et de l education, psychologie du langage",Angouleme,
0860856N,UNIVERSITE DE POITIERS,4646 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,"Psychologie des apprentissages et de l education, psychologie du langage ecrit",Niort,
0860856N,UNIVERSITE DE POITIERS,4647 *,,26-I-1,MCF,Non,16,70,,01/09/2020,25/02/2020,26/03/2020,Sciences de l education et psychologie sociale des apprentissages,Niort,
0900424X,BELFORT-MONTBEL (UNIV TECHNO),4065 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,"Ergonomie, Démarches ergonomiques en conception des systèmes",Montbeliard,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4608 *,593,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Psychologie Sociale Expérimentale,NANTERRE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4609 *,1525,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,"Ergonomie et Psychologie du TravailSanté au travail, sens du travail, qualité de vie au/hors travail, méthodes d¿analyse du travail et de l¿activité, organisation du travail, TIC.",NANTERRE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4610 *,1611,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Psychologie cognitive des apprentissages,NANTERRE,
0931827F,UNIVERSITE PARIS 8,4483 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Psychologie clinique,2 rue de la Liberte - SAINT DENIS,
0931827F,UNIVERSITE PARIS 8,4491 *,,26-I-1,MCF,Non,16,69,,01/09/2020,25/02/2020,26/03/2020,Maître de Conférences en Neuropsychologie,2 rue de la Liberte - SAINT DENIS,
0931827F,UNIVERSITE PARIS 8,4492 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Maître de conférences en Ergonomie,2 rue de la Liberte - SAINT DENIS,
0931827F,UNIVERSITE PARIS 8,4510,,26-I-1,MCF,Non,16,,,01/09/2020,26/02/2020,27/03/2020,Psychologie sociale et travail,2 rue de la liberte - SAINT DENIS,
0942353X,ESPE ACADEMIE CRETEIL,4726 *,0154,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,"Psychologie cognitive de la production écrite dans le secteur de l¿éducation : apprentissage, difficultés et troubles",Sites de l'INSPE,
0942353X,ESPE ACADEMIE CRETEIL,4727 *,0205,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,"Psychologie cognitive de la lecture-compréhension dans le secteur de l¿éducation : apprentissage, difficultés et troubles",Sites de l'INSPE,
0952259P,CY CERGY PARIS UNIVERSITE,21 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,Voir profil de poste attaché,CERGY,
9740478B,UNIVERSITE DE LA REUNION,4283 *,,26-I-1,MCF,Non,16,,,01/09/2020,25/02/2020,26/03/2020,"MCF en Psychologie Sociale : Apprentissage, identité et interculturalité dans les sociétés de l¿Océan Indien",SITE DU MOUFIA,
0311383K,UNIVERSITE TOULOUSE 2,4522,,26-I-1,MCF,Non,17,,,01/09/2020,10/02/2020,12/03/2020,Métaphysique classique (XVIe-XVIIIe siècles),TOULOUSE,
0331766R,UNIVERSITE BORDEAUX MONTAIGNE,4292 *,,26-I-1,MCF,Non,17,,,01/09/2020,25/02/2020,26/03/2020,Philosophie de l'environnement,PESSAC CEDEX,
0333298F,UNIVERSITE DE BORDEAUX,476,,26-I-1,MCF,Non,17,72,,01/09/2020,04/02/2020,09/03/2020,Philosophie des sciences médicales,Bordeaux,S
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4278 *,174,26-I-1,MCF,Non,17,,,01/09/2020,25/02/2020,26/03/2020,Histoire de la philosophie antique,Montpellier,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4279 *,466,26-I-1,MCF,Non,17,,,01/09/2020,25/02/2020,26/03/2020,"Sujet, subjectivité. La psychanalyse au carrefour des savoirs",Montpellier,
0440984F,UNIVERSITE DE NANTES,4563 *,2065,26-I-1,MCF,Non,17,72,,01/09/2020,25/02/2020,26/03/2020,enseignant chercheur en épistémologie et histoire de la médecine et des sciences bio-médicales,Nantes,
0440984F,UNIVERSITE DE NANTES,4564 *,1447,26-I-1,MCF,Non,17,,,01/09/2020,25/02/2020,26/03/2020,philosophie politique et juridique,Nantes,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4570 *,257,26-I-1,MCF,Non,17,,,01/09/2020,25/02/2020,26/03/2020,Philosophie contemporaine,Centre Pantheon,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4571 *,1804,26-I-1,MCF,Non,17,,,01/09/2020,25/02/2020,26/03/2020,Philosophie du XIXe siècle,Centre Pantheon,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4572 *,2033,26-I-1,MCF,Non,17,,,01/09/2020,25/02/2020,26/03/2020,Philosophie et littérature à l'époque moderne (XVIe-XVIIIe siècles),Centre Pantheon,
0755976N,UNIVERSITE DE PARIS,59 *,,26-I-1,MCF,Non,17,72,,01/09/2020,25/02/2020,26/03/2020,HISTOIRE ET PHILOSOPHIE DE LA BIOLOGIE,FACULTE SOCIETES ET HUMANITES,
0755976N,UNIVERSITE DE PARIS,71 *,,26-I-1,MCF,Non,17,72,,01/09/2020,25/02/2020,26/03/2020,PHILOSOPHIE DE LA MEDECINE - ETHIQUE MEDICALE,SANTE,
0801344B,UNIVERSITE D'AMIENS,4508 *,,26-I-1,MCF,Non,17,,,01/09/2020,25/02/2020,26/03/2020,"HISTOIRE DE LA PHILOSOPHIE, PHILOSOPHIE DES SCIENCES HUMAINES",CAMPUS CITADELLE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4601 *,276,26-I-1,MCF,Non,17,,,01/09/2020,25/02/2020,26/03/2020,Philosophie de la technique : approches contemporaines.,NANTERRE,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4750 *,0525,26-I-1,MCF,Non,17,,,01/09/2020,25/02/2020,26/03/2020,La philosophie ancienne et ses usages contemporains,"Creteil, Campus Centre",
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4752 *,Creation,26-I-1,MCF,Non,17,,,01/09/2020,25/02/2020,26/03/2020,Philosophie et santé,"Creteil, Campus Centre",
0942353X,ESPE ACADEMIE CRETEIL,4728 *,0816,26-I-1,MCF,Non,17,,,01/09/2020,25/02/2020,26/03/2020,Philosophie de l'éducation,Sites de lInspe,
0949452N,UNIV. PARIS 12 (CHU CRETEIL),4736 *,Creation,26-I-1,MCF,Non,17,,,01/09/2020,25/02/2020,26/03/2020,Philosophie de la santé,Faculte de Sante,
0062205P,UNIVERSITE COTE D'AZUR,7,639,26-I-1,MCF,Non,18,,,01/09/2020,28/01/2020,03/03/2020,ÉTUDES THÉÂTRALES,CAMPUS LETTRES,
0134009M,UNIVERSITE AIX-MARSEILLE,860 *,52299,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,Musicologie et chanson,AIX MARSEILLE,
0134009M,UNIVERSITE AIX-MARSEILLE,861 *,52335,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,Histoire et esthétique du cinéma,AIX MARSEILLE,
0134009M,UNIVERSITE AIX-MARSEILLE,889 *,50003,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,"Enseignement de la composition musicale (harmonie, écriture, orchestration, analyse). Pratiques inter-artistiques de l'interaction image-musique. Recherche-Création en musique et en art.",AUBAGNE,
0141408E,UNIVERSITE DE CAEN,4457 *,,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,Théâtre et autres arts,CAEN,
0301687W,UNIVERSITE DE NIMES,4174 *,0034,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,Désign,NIMES,
0311383K,UNIVERSITE TOULOUSE 2,4523,,26-I-1,MCF,Non,18,,,01/09/2020,10/02/2020,12/03/2020,Arts appliqués : Design et Poïétiques,MONTAUBAN,
0331766R,UNIVERSITE BORDEAUX MONTAIGNE,4295 *,,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,Arts appliqués et Design,PESSAC CEDEX,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4251 *,538,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,Etudes théâtrales : Cirque,Montpellier,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4275 *,198,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,"Arts plastiques, conceptions vidéoludiques",Montpellier,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4280 *,383,26-I-1,MCF,Non,18,71,,01/09/2020,25/02/2020,26/03/2020,Économie et métiers des filières cinématographiques et audiovisuelles,Montpellier,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4281 *,632,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,"Esthétique, histoire du cinéma et outils numériques",Montpellier,
0542493S,UNIVERSITE DE LORRAINE,1252 *,18MCF0314,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,Spectacle vivant contemporain - 18ème section,METZ,
0542493S,UNIVERSITE DE LORRAINE,1256 *,18MCF0241,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,Histoire esthétique et socio-économie du cinéma - 18ème section,METZ,
0597065J,UNIVERSITE DE LILLE,145 *,,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,"Histoire du cinéma : médias, sociétés, cultures",VILLENEUVE D'ASCQ,
0597065J,UNIVERSITE DE LILLE,146 *,,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,Danse,VILLENEUVE D'ASCQ,
0623957P,UNIVERSITE D'ARTOIS,4328 *,,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,Scènes contemporaines et politiques culturelles en arts du spectacle. Approches transdisciplinaires,ARRAS,
0673021V,UNIVERSITE DE STRASBOURG,4639 *,,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,"Design, arts appliqués",Strasbourg,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4436 *,,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,Musicologie (XVIIe et XVIIIe siècles),Lyon,S
0691775E,UNIVERSITE LYON 2 (LUMIERE),4437 *,,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,"Scènes contemporaines non-européennes : esthétiques et contextes de création, de production et de réception",Bron,S
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4554 *,2094,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,Arts plastiques,Centre Saint Charles,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4555 *,2226,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,"Études cinématographiques (esthétique, théorie et analyse du cinéma et de  l¿audiovisuel)",Centre Saint Charles,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4556 *,2264,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,Médiation culturelle et pratique de l¿exposition. Théories des Arts contemporains,Centre Saint Charles,
0801344B,UNIVERSITE D'AMIENS,4487 *,,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,HISTOIRE ET ESTHETIQUE DU CINEMA,AMIENS,
0911975C,UNIVERSITE D'EVRY VAL D'ESSONNE,4212 *,,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,"Musique et Arts visuels : analyse, histoire, pratiquesMusique et cinémaMusique et ScèneHistoire culturelle des usages et des pratiques de la musiqueAnalyse des pratiques musicales",EVRY,
0931827F,UNIVERSITE PARIS 8,4473 *,,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,"Art numérique : aspects historiques, esthétiques et technologiques",2 rue de la Liberte - SAINT DENIS,
0931827F,UNIVERSITE PARIS 8,4474 *,,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,"Arts et Technologies de l¿Image Virtuelle : Réalité Mixte, Geste et spectacle vivant",2 rue de la Liberte - SAINT DENIS,
0931827F,UNIVERSITE PARIS 8,4475 *,,26-I-1,MCF,Non,18,,,01/09/2020,25/02/2020,26/03/2020,Théorie et pratique de la réalisation cinématographique,2 rue de la Liberte - SAINT DENIS,
0931827F,UNIVERSITE PARIS 8,4509,,26-I-1,MCF,Non,18,,,01/09/2020,26/02/2020,27/03/2020,Musicologie et enseignement de la musique.,2 rue de la liberte - SAINT DENIS,
0062205P,UNIVERSITE COTE D'AZUR,8,615,26-I-1,MCF,Non,19,,,01/09/2020,28/01/2020,03/03/2020,SOCIOLOGIE DU NUMERIQUE,CAMPUS LETTRES,
